NO_MUNICIPIO_ESC;Presente;Total_Alunos;regiao;estado;municipio;data;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Casos_per_capita;Mortes_per_capita;Relacao_Presenca
Paragominas;368;575;Norte;PA;Paragominas;2021-11-21;113145.0;10899.0;0;241;0;0.0963277210658889;0.0021300101639489;0.64
Cajamar;185;335;Sudeste;SP;Cajamar;2021-11-21;76801.0;5451.0;0;238;0;0.0709756383380424;0.0030989179828387;0.5522388059701493
Santa Cruz do Capibaribe;281;469;Nordeste;PE;Santa Cruz do Capibaribe;2021-11-21;107937.0;9298.0;1;164;1;0.0861428425840999;0.0015194048380073;0.5991471215351812
Assis;252;449;Sudeste;SP;Assis;2021-11-21;104386.0;12684.0;0;413;0;0.1215105473914126;0.0039564692583296;0.5612472160356348
Rio Pomba;90;111;Sudeste;MG;Rio Pomba;2021-11-21;17910.0;1095.0;0;37;0;0.0611390284757118;0.0020658849804578;0.8108108108108109
Campo Grande;3068;4767;Nordeste;RN;Campo Grande;2021-11-21;9655.0;698.0;0;14;0;0.0722941481097876;0.0014500258933195;0.643591357247745
Bom Conselho;89;151;Nordeste;PE;Bom Conselho;2021-11-21;48554.0;2346.0;0;74;0;0.0483173373975367;0.0015240762861968;0.5894039735099338
Tapira;12;20;Sudeste;MG;Tapira;2021-11-21;4773.0;473.0;0;3;0;0.0990990990990991;0.0006285355122564;0.6
Guaratinguetá;275;482;Sudeste;SP;Guaratinguetá;2021-11-21;121798.0;11777.0;0;310;0;0.0966928849406394;0.0025451977864989;0.5705394190871369
Curimatá;25;43;Nordeste;PI;Curimatá;2021-11-21;11388.0;1209.0;0;17;0;0.1061643835616438;0.0014927994380049;0.5813953488372093
Jaraguá do Sul;400;715;Sul;SC;Jaraguá do Sul;2021-11-21;177697.0;36021.0;9;436;0;0.2027102314614202;0.0024536148612525;0.5594405594405595
Itapaci;81;202;Centro-Oeste;GO;Itapaci;2021-11-21;22981.0;2645.0;0;61;0;0.1150950785431443;0.0026543666507114;0.400990099009901
Marituba;301;534;Norte;PA;Marituba;2021-11-21;131521.0;3016.0;1;141;0;0.0229316991202925;0.0010720721405707;0.5636704119850188
Juazeiro;668;991;Nordeste;BA;Juazeiro;2021-11-21;216707.0;18499.0;12;406;0;0.0853641091427595;0.0018734973951002;0.6740665993945509
Camaragibe;645;1104;Nordeste;PE;Camaragibe;2021-11-21;157828.0;7980.0;0;447;0;0.0505613706059761;0.0028321970752971;0.5842391304347826
Arapiraca;954;1226;Nordeste;AL;Arapiraca;2021-11-21;231747.0;31198.0;2;537;1;0.1346209443919446;0.0023171820994446;0.7781402936378466
Tubarão;341;572;Sul;SC;Tubarão;2021-11-21;105686.0;22137.0;8;472;0;0.2094600987831879;0.0044660598376322;0.5961538461538461
Jequié;542;759;Nordeste;BA;Jequié;2021-11-21;155966.0;18154.0;0;395;0;0.1163971634843491;0.0025326032596848;0.7140974967061924
Jericó;13;40;Nordeste;PB;Jericó;2021-11-21;7739.0;739.0;0;15;0;0.0954903734332601;0.0019382349140715;0.325
São João do Piauí;68;102;Nordeste;PI;São João do Piauí;2021-11-21;20601.0;2536.0;20;34;0;0.1231008203485267;0.00165040532013;0.6666666666666666
Presidente Prudente;797;1221;Sudeste;SP;Presidente Prudente;2021-11-21;228743.0;32263.0;0;910;0;0.1410447532820676;0.0039782638157233;0.6527436527436528
Campos Novos;80;115;Sul;SC;Campos Novos;2021-11-21;36244.0;6077.0;0;122;0;0.1676691314424456;0.0033660743847257;0.6956521739130435
Tijucas;68;141;Sul;SC;Tijucas;2021-11-21;38407.0;7231.0;1;89;0;0.1882729710729815;0.0023172859114223;0.48226950354609927
Passo Fundo;460;740;Sul;RS;Passo Fundo;2021-11-21;203275.0;37749.0;5;710;0;0.1857040954372155;0.0034928053129996;0.6216216216216216
Teodoro Sampaio;77;117;Nordeste;BA;Teodoro Sampaio;2021-11-21;7425.0;318.0;0;8;0;0.0428282828282828;0.001077441077441;0.6581196581196581
Ribeirão Preto;2298;3087;Sudeste;SP;Ribeirão Preto;2021-11-21;703293.0;87266.0;114;2999;1;0.124081997119266;0.0042642255788128;0.7444120505344995
Concórdia do Pará;69;101;Norte;PA;Concórdia do Pará;2021-11-21;33318.0;2803.0;0;34;0;0.0841286992016327;0.0010204694159313;0.6831683168316832
Apiaí;63;109;Sudeste;SP;Apiaí;2021-11-21;24374.0;1776.0;0;85;0;0.0728645277754984;0.0034873225568228;0.5779816513761468
Itapajé;577;841;Nordeste;CE;Itapajé;2021-11-21;52675.0;3206.0;-1;138;0;0.0608637873754152;0.0026198386331276;0.6860879904875149
Santa Cruz da Baixa Verde;28;48;Nordeste;PE;Santa Cruz da Baixa Verde;2021-11-21;12592.0;650.0;0;19;0;0.0516200762388818;0.0015088945362134;0.5833333333333334
Fervedouro;13;24;Sudeste;MG;Fervedouro;2021-11-21;11006.0;1292.0;0;18;0;0.1173905142649464;0.0016354715609667;0.5416666666666666
Seropédica;263;417;Sudeste;RJ;Seropédica;2021-11-21;82312.0;3349.0;3;222;0;0.0406866556516668;0.0026970551073962;0.6306954436450839
Contagem;1423;2248;Sudeste;MG;Contagem;2021-11-21;663855.0;49217.0;22;1918;0;0.0741381777647227;0.0028891851383208;0.6330071174377224
Itambé;156;232;Nordeste;PE;Itambé;2021-11-21;36447.0;1566.0;0;51;0;0.0429664993003539;0.0013992921228084;0.6724137931034483
Luzerna;72;97;Sul;SC;Luzerna;2021-11-21;5685.0;1129.0;0;16;0;0.1985927880386983;0.0028144239226033;0.7422680412371134
Caxias do Sul;830;1537;Sul;RS;Caxias do Sul;2021-11-21;510906.0;78261.0;14;1427;0;0.1531808199551385;0.0027930773958418;0.5400130123617437
Matinha;57;82;Nordeste;MA;Matinha;2021-11-21;23370.0;390.0;0;12;0;0.0166880616174582;0.0005134788189987;0.6951219512195121
Santo André;2410;3826;Nordeste;PB;Santo André;2021-11-21;2521.0;422.0;-1;3;0;0.167393891312971;0.0011900039666798;0.6299006795608991
Porto Alegre;3660;5650;Sul;RS;Porto Alegre;2021-11-21;1483771.0;171662.0;20;5765;3;0.1156930550603833;0.0038853704513701;0.647787610619469
Araguaína;545;1055;Norte;TO;Araguaína;2021-11-21;180470.0;37793.0;0;546;0;0.2094143070870504;0.0030254335900703;0.5165876777251185
Rio Real;78;110;Nordeste;BA;Rio Real;2021-11-21;40732.0;3114.0;0;47;0;0.0764509476578611;0.0011538839241873;0.7090909090909091
Santa Cruz Cabrália;26;56;Nordeste;BA;Santa Cruz Cabrália;2021-11-21;27778.0;3071.0;6;35;0;0.1105551155590755;0.0012599899200806;0.4642857142857143
Ilhéus;523;727;Nordeste;BA;Ilhéus;2021-11-21;162327.0;22269.0;0;579;0;0.1371860503797889;0.0035668742723022;0.71939477303989
Barueri;1323;2114;Sudeste;SP;Barueri;2021-11-21;274182.0;35444.0;0;1161;0;0.1292717975651209;0.0042344136376567;0.6258278145695364
Beberibe;325;679;Nordeste;CE;Beberibe;2021-11-21;53573.0;5760.0;0;131;0;0.1075168461725122;0.0024452616056595;0.4786450662739323
Barreiras;685;904;Nordeste;BA;Barreiras;2021-11-21;155439.0;20162.0;0;331;0;0.1297100470280946;0.002129452711353;0.7577433628318584
São João Nepomuceno;68;76;Sudeste;MG;São João Nepomuceno;2021-11-21;26361.0;2764.0;0;47;0;0.1048518644967945;0.001782936914381;0.8947368421052632
Teixeira de Freitas;359;471;Nordeste;BA;Teixeira de Freitas;2021-11-21;160487.0;19757.0;0;317;0;0.1231065444553141;0.0019752378697339;0.7622080679405521
Serra Branca;36;58;Nordeste;PB;Serra Branca;2021-11-21;13699.0;1078.0;0;35;0;0.0786918753193663;0.0025549310168625;0.6206896551724138
Giruá;8;22;Sul;RS;Giruá;2021-11-21;16004.0;2061.0;11;42;0;0.128780304923769;0.0026243439140214;0.36363636363636365
Poranga;76;175;Nordeste;CE;Poranga;2021-11-21;12336.0;1006.0;1;14;0;0.0815499351491569;0.0011348897535667;0.4342857142857143
Betim;748;1254;Sudeste;MG;Betim;2021-11-21;439340.0;32600.0;0;1373;1;0.0742022124095233;0.0031251422588428;0.5964912280701754
Itapipoca;999;1959;Nordeste;CE;Itapipoca;2021-11-21;129358.0;10787.0;2;284;0;0.0833887351381437;0.0021954575673711;0.5099540581929556
Santana;511;798;Norte;AP;Santana;2021-11-21;121364.0;25959.0;2;195;0;0.2138937411423486;0.0016067367588411;0.6403508771929824
Cuiabá;2641;3809;Centro-Oeste;MT;Cuiabá;2021-11-21;612547.0;114163.0;0;3544;0;0.186374270056012;0.005785678486712;0.6933578367025466
Guará;30;41;Sudeste;SP;Guará;2021-11-21;21220.0;2571.0;0;105;0;0.1211592836946277;0.0049481621112158;0.7317073170731707
São João dos Patos;123;167;Nordeste;MA;São João dos Patos;2021-11-21;25929.0;2763.0;0;31;0;0.1065602221450885;0.001195572524972;0.7365269461077845
Araguatins;169;290;Norte;TO;Araguatins;2021-11-21;35761.0;2680.0;0;72;0;0.0749419758955286;0.0020133665165962;0.5827586206896552
Nova Iguaçu;1738;2940;Sudeste;RJ;Nova Iguaçu;2021-11-21;821128.0;27076.0;11;2136;0;0.0329741526290663;0.0026012996755682;0.591156462585034
São Bernardo do Campo;2105;3250;Sudeste;SP;São Bernardo do Campo;2021-11-21;838936.0;73671.0;0;3342;0;0.0878148035130212;0.0039836173438736;0.6476923076923077
Buenos Aires;40;87;Nordeste;PE;Buenos Aires;2021-11-21;13155.0;398.0;0;25;0;0.0302546560243253;0.0019004180919802;0.45977011494252873
Osasco;1533;2303;Sudeste;SP;Osasco;2021-11-21;698418.0;45882.0;1;2707;0;0.0656941831396098;0.003875902396559;0.6656534954407295
Alegrete;168;238;Sul;RS;Alegrete;2021-11-21;73589.0;11179.0;2;296;0;0.1519112910897009;0.0040223402954245;0.7058823529411765
Votorantim;241;426;Sudeste;SP;Votorantim;2021-11-21;122480.0;11721.0;0;523;0;0.0956972566949706;0.0042700849118223;0.5657276995305164
Baía da Traição;19;32;Nordeste;PB;Baía da Traição;2021-11-21;8993.0;1343.0;0;12;0;0.1493383742911153;0.0013343711775825;0.59375
Tuparetama;29;74;Nordeste;PE;Tuparetama;2021-11-21;8202.0;669.0;0;27;0;0.0815654718361375;0.0032918800292611;0.3918918918918919
Imperatriz;1183;1673;Nordeste;MA;Imperatriz;2021-11-21;258682.0;19533.0;0;850;0;0.0755096991673174;0.0032858876922244;0.7071129707112971
Guarantã do Norte;51;129;Centro-Oeste;MT;Guarantã do Norte;2021-11-21;35816.0;4517.0;0;125;0;0.1261168192986374;0.0034900603082421;0.3953488372093023
Assaré;157;394;Nordeste;CE;Assaré;2021-11-21;23417.0;2440.0;0;47;0;0.1041978050134517;0.0020070888670623;0.39847715736040606
Dourados;756;1218;Centro-Oeste;MS;Dourados;2021-11-21;222949.0;39076.0;0;682;0;0.1752687834437472;0.0030589955550372;0.6206896551724138
Princesa Isabel;67;116;Nordeste;PB;Princesa Isabel;2021-11-21;23345.0;2157.0;1;53;0;0.0923966588134504;0.0022702934247162;0.5775862068965517
Erechim;289;469;Sul;RS;Erechim;2021-11-21;105862.0;15437.0;1;207;0;0.1458219191022274;0.0019553758666943;0.6162046908315565
Poço Fundo;34;48;Sudeste;MG;Poço Fundo;2021-11-21;16791.0;1707.0;0;12;0;0.1016616044309451;0.0007146685724495;0.7083333333333334
Vianópolis;29;67;Centro-Oeste;GO;Vianópolis;2021-11-21;13863.0;1231.0;0;35;0;0.088797518574623;0.002524706052081;0.43283582089552236
Ouriçangas;15;16;Nordeste;BA;Ouriçangas;2021-11-21;8564.0;550.0;0;10;0;0.0642223260158804;0.0011676786548341;0.9375
Senador Salgado Filho;5;8;Sul;RS;Senador Salgado Filho;2021-11-21;2779.0;366.0;0;3;0;0.1317020510975171;0.001079525008996;0.625
Feliz;34;67;Sul;RS;Feliz;2021-11-21;13547.0;2439.0;2;25;0;0.1800398612238872;0.0018454270318151;0.5074626865671642
Cascavel;1384;2508;Nordeste;CE;Cascavel;2021-11-21;71743.0;6605.0;2;157;0;0.0920647310539007;0.0021883668093054;0.5518341307814992
Ipirá;99;149;Nordeste;BA;Ipirá;2021-11-21;59595.0;2634.0;0;68;0;0.0441983387868109;0.0011410353217551;0.6644295302013423
Hortolândia;568;994;Sudeste;SP;Hortolândia;2021-11-21;230851.0;25965.0;0;767;0;0.112475146306492;0.0033224893979233;0.5714285714285714
Mineiros;137;454;Centro-Oeste;GO;Mineiros;2021-11-21;66801.0;14037.0;0;284;0;0.2101315848565141;0.004251433361776;0.30176211453744495
Anchieta;113;176;Sudeste;ES;Anchieta;2021-11-21;29263.0;5588.0;3;95;0;0.1909578648805659;0.0032464203943546;0.6420454545454546
Paranaíba;102;154;Centro-Oeste;MS;Paranaíba;2021-11-21;42148.0;5211.0;0;156;0;0.1236357597039005;0.0037012432381133;0.6623376623376623
Americana;704;1173;Sudeste;SP;Americana;2021-11-21;239597.0;27221.0;1;848;0;0.1136116061553358;0.0035392763682349;0.6001705029838023
Orizona;20;57;Centro-Oeste;GO;Orizona;2021-11-21;15615.0;648.0;0;31;0;0.0414985590778098;0.0019852705731668;0.3508771929824561
Itaboraí;410;706;Sudeste;RJ;Itaboraí;2021-11-21;240592.0;16892.0;0;867;0;0.0702101483008578;0.0036036110926381;0.5807365439093485
Barra de Santa Rosa;33;62;Nordeste;PB;Barra de Santa Rosa;2021-11-21;15384.0;1720.0;0;13;0;0.1118044721788871;0.000845033801352;0.532258064516129
Paranavaí;313;481;Sul;PR;Paranavaí;2021-11-21;88374.0;12390.0;5;309;0;0.1401996062190237;0.0034965034965034;0.6507276507276507
Catalão;367;603;Centro-Oeste;GO;Catalão;2021-11-21;108823.0;12956.0;-1;413;0;0.1190557143250967;0.0037951535980445;0.6086235489220564
Santa Gertrudes;31;64;Sudeste;SP;Santa Gertrudes;2021-11-21;26898.0;3906.0;0;76;0;0.1452152576399732;0.0028254888839318;0.484375
Pentecoste;286;512;Nordeste;CE;Pentecoste;2021-11-21;37751.0;3979.0;1;87;0;0.1054011814256576;0.0023045747132526;0.55859375
Araripe;130;262;Nordeste;CE;Araripe;2021-11-21;21600.0;1385.0;-1;23;0;0.0641203703703703;0.0010648148148148;0.4961832061068702
Fraiburgo;65;93;Sul;SC;Fraiburgo;2021-11-21;36443.0;5054.0;0;120;0;0.1386823258238893;0.0032928134346788;0.6989247311827957
Nazaré da Mata;249;353;Nordeste;PE;Nazaré da Mata;2021-11-21;32471.0;1133.0;0;82;0;0.0348926734624742;0.0025253302947245;0.7053824362606232
Parauapebas;541;980;Norte;PA;Parauapebas;2021-11-21;208273.0;54863.0;0;491;0;0.2634186860514805;0.0023574827269977;0.5520408163265306
Concórdia;249;396;Sul;SC;Concórdia;2021-11-21;74641.0;18564.0;0;226;0;0.2487104942323924;0.0030278265296552;0.6287878787878788
Angra dos Reis;354;639;Sudeste;RJ;Angra dos Reis;2021-11-21;203785.0;18130.0;1;561;0;0.08896631253527;0.0027529013421007;0.5539906103286385
Cascalho Rico;6;12;Sudeste;MG;Cascalho Rico;2021-11-21;3075.0;231.0;0;4;0;0.0751219512195121;0.00130081300813;0.5
Camocim;386;910;Nordeste;CE;Camocim;2021-11-21;63661.0;6310.0;0;163;0;0.0991187697334317;0.0025604373164103;0.42417582417582417
Itaitinga;202;472;Nordeste;CE;Itaitinga;2021-11-21;37980.0;4626.0;0;74;0;0.1218009478672985;0.0019483938915218;0.4279661016949153
Frei Paulo;22;48;Nordeste;SE;Frei Paulo;2021-11-21;15421.0;1724.0;0;35;0;0.1117956033979638;0.0022696323195642;0.4583333333333333
Itumbiara;441;980;Centro-Oeste;GO;Itumbiara;2021-11-21;104742.0;15537.0;0;474;0;0.1483359110958355;0.0045254052815489;0.45
Mongaguá;107;195;Sudeste;SP;Mongaguá;2021-11-21;56702.0;2341.0;0;92;0;0.0412860216570844;0.0016225177242425;0.5487179487179488
Bebedouro;231;408;Sudeste;SP;Bebedouro;2021-11-21;77496.0;4906.0;0;316;1;0.0633064932383606;0.0040776298131516;0.5661764705882353
Boa Nova;16;25;Nordeste;BA;Boa Nova;2021-11-21;12633.0;1038.0;0;22;0;0.0821657563524103;0.0017414707512071;0.64
Lajedo;170;281;Nordeste;PE;Lajedo;2021-11-21;40288.0;2591.0;0;74;0;0.0643119539316918;0.0018367752184273;0.604982206405694
Paulo Jacinto;9;20;Nordeste;AL;Paulo Jacinto;2021-11-21;7564.0;426.0;0;14;0;0.0563194077207826;0.0018508725542041;0.45
Viana;198;328;Nordeste;MA;Viana;2021-11-21;52441.0;331.0;0;43;0;0.0063118552277797;0.0008199691081405;0.6036585365853658
Colinas do Tocantins;116;237;Norte;TO;Colinas do Tocantins;2021-11-21;35424.0;8019.0;0;158;0;0.2263719512195122;0.0044602529358626;0.48945147679324896
Alagoinhas;344;488;Nordeste;BA;Alagoinhas;2021-11-21;151596.0;14597.0;-1;325;0;0.0962888202854956;0.0021438560384179;0.7049180327868853
Piraí;14;32;Sudeste;RJ;Piraí;2021-11-21;29277.0;4588.0;0;106;0;0.1567100454281517;0.0036205895412781;0.4375
Lavras;489;621;Sudeste;MG;Lavras;2021-11-21;103773.0;9606.0;4;173;0;0.0925674308346101;0.0016671003054744;0.7874396135265701
Carpina;319;454;Nordeste;PE;Carpina;2021-11-21;83641.0;4502.0;0;151;0;0.0538252770770316;0.0018053347042718;0.7026431718061674
Venda Nova do Imigrante;208;279;Sudeste;ES;Venda Nova do Imigrante;2021-11-21;25277.0;4842.0;0;57;0;0.1915575424298769;0.0022550144400047;0.7455197132616488
Itabirito;106;173;Sudeste;MG;Itabirito;2021-11-21;51875.0;14043.0;0;161;0;0.2707084337349397;0.0031036144578313;0.6127167630057804
Torres;85;131;Sul;RS;Torres;2021-11-21;38732.0;6164.0;1;113;0;0.1591448931116389;0.0029174842507487;0.648854961832061
Araras;263;520;Sudeste;SP;Araras;2021-11-21;134236.0;18507.0;0;401;0;0.1378691260168658;0.0029872761405286;0.5057692307692307
Niquelândia;141;270;Centro-Oeste;GO;Niquelândia;2021-11-21;46388.0;5004.0;0;104;0;0.1078727257049236;0.0022419591273605;0.5222222222222223
Urussanga;26;69;Sul;SC;Urussanga;2021-11-21;21268.0;4069.0;0;70;0;0.191320293398533;0.0032913296971976;0.37681159420289856
Belford Roxo;346;719;Sudeste;RJ;Belford Roxo;2021-11-21;510906.0;24437.0;2;955;0;0.0478307164135868;0.0018692283903496;0.4812239221140473
Goianésia;270;585;Centro-Oeste;GO;Goianésia;2021-11-21;70084.0;12275.0;0;294;0;0.175146966497346;0.004194966040751;0.46153846153846156
Vigia;131;210;Norte;PA;Vigia;2021-11-21;53686.0;2909.0;0;87;0;0.0541854487203367;0.0016205342174868;0.6238095238095238
São Caetano do Sul;851;1333;Sudeste;SP;São Caetano do Sul;2021-11-21;161127.0;20455.0;0;959;0;0.1269495491134322;0.0059518268198377;0.6384096024006002
Bagé;357;502;Sul;RS;Bagé;2021-11-21;121143.0;11901.0;17;294;0;0.0982392709442559;0.0024268839305614;0.7111553784860558
Birigui;309;564;Sudeste;SP;Birigui;2021-11-21;123638.0;18325.0;0;611;0;0.1482149500962487;0.0049418463579158;0.5478723404255319
Lins;151;278;Sudeste;SP;Lins;2021-11-21;78013.0;9636.0;0;291;0;0.1235178752259238;0.0037301475395126;0.5431654676258992
Aurora;201;286;Nordeste;CE;Aurora;2021-11-21;24654.0;2007.0;0;40;0;0.0814066682891214;0.0016224547740731;0.7027972027972028
Peruíbe;179;315;Sudeste;SP;Peruíbe;2021-11-21;68284.0;7146.0;0;238;0;0.1046511627906976;0.0034854431492003;0.5682539682539682
São Vicente;463;1022;Nordeste;RN;São Vicente;2021-11-21;6424.0;755.0;0;3;0;0.1175280199252802;0.0004669987546699;0.45303326810176126
Picos;496;612;Nordeste;PI;Picos;2021-11-21;78222.0;9246.0;9;162;0;0.1182020403467055;0.0020710286108767;0.8104575163398693
Alcântara;39;67;Nordeste;MA;Alcântara;2021-11-21;22097.0;336.0;0;19;0;0.0152056840295062;0.0008598452278589;0.582089552238806
Teresópolis;381;685;Sudeste;RJ;Teresópolis;2021-11-21;182594.0;33245.0;1;928;1;0.1820706047296187;0.0050823137671555;0.5562043795620438
Boa Vista;1112;2028;Norte;RR;Boa Vista;2021-11-21;399213.0;98352.0;34;1549;0;0.2463647225916991;0.0038801341639676;0.5483234714003945
Baraúna;68;110;Nordeste;RN;Baraúna;2021-11-21;28374.0;1709.0;0;29;0;0.0602311975752449;0.0010220624515401;0.6181818181818182
Petrolândia;83;172;Nordeste;PE;Petrolândia;2021-11-21;36548.0;1894.0;0;46;0;0.0518222611360402;0.0012586188026704;0.48255813953488375
Novo Hamburgo;592;986;Sul;RS;Novo Hamburgo;2021-11-21;246748.0;30789.0;4;984;0;0.1247791268824873;0.0039878742684844;0.6004056795131846
Taquarituba;63;117;Sudeste;SP;Taquarituba;2021-11-21;23218.0;3836.0;0;109;0;0.1652166422603152;0.0046946334740287;0.5384615384615384
Osório;165;248;Sul;RS;Osório;2021-11-21;45994.0;10252.0;3;175;0;0.2228986389529069;0.0038048441101013;0.6653225806451613
Itajaí;492;1004;Sul;SC;Itajaí;2021-11-21;219536.0;42129.0;10;786;0;0.1919001894905619;0.003580278405364;0.4900398406374502
Paulo Afonso;517;733;Nordeste;BA;Paulo Afonso;2021-11-21;117782.0;8939.0;0;238;0;0.0758944490669202;0.0020206822774277;0.7053206002728513
Santo Amaro da Imperatriz;63;96;Sul;SC;Santo Amaro da Imperatriz;2021-11-21;23245.0;4039.0;4;84;0;0.1737577973757797;0.003613680361368;0.65625
Una;19;27;Nordeste;BA;Una;2021-11-21;19002.0;1682.0;0;46;0;0.0885169982107146;0.0024207978107567;0.7037037037037037
Andaraí;25;39;Nordeste;BA;Andaraí;2021-11-21;13143.0;948.0;0;10;0;0.0721296507646656;0.0007608612949859;0.6410256410256411
Batatais;199;293;Sudeste;SP;Batatais;2021-11-21;62508.0;6439.0;0;177;0;0.1030108146157291;0.0028316375503935;0.6791808873720137
Campo Largo;300;478;Sul;PR;Campo Largo;2021-11-21;132002.0;21007.0;13;512;0;0.1591415281586642;0.0038787291101649;0.6276150627615062
Ourinhos;283;497;Sudeste;SP;Ourinhos;2021-11-21;113542.0;15444.0;0;504;0;0.1360201511335012;0.0044388860509767;0.5694164989939637
Engenheiro Paulo de Frontin;30;48;Sudeste;RJ;Engenheiro Paulo de Frontin;2021-11-21;14002.0;1680.0;0;66;0;0.1199828595914869;0.0047136123410941;0.625
Vitória da Conquista;1246;1650;Nordeste;BA;Vitória da Conquista;2021-11-21;338480.0;36213.0;2;632;1;0.1069871188844244;0.0018671708815882;0.7551515151515151
São Pedro da Aldeia;165;316;Sudeste;RJ;São Pedro da Aldeia;2021-11-21;104476.0;5763.0;0;337;0;0.0551609939124775;0.0032256211952984;0.5221518987341772
São José dos Pinhais;694;1192;Sul;PR;São José dos Pinhais;2021-11-21;323340.0;35111.0;10;1111;0;0.1085884827116966;0.0034360116286262;0.5822147651006712
Marechal Floriano;56;63;Sudeste;ES;Marechal Floriano;2021-11-21;16694.0;3861.0;0;59;0;0.2312806996525697;0.0035342039055948;0.8888888888888888
Cajazeiras;393;575;Nordeste;PB;Cajazeiras;2021-11-21;61993.0;11718.0;15;172;0;0.1890213411191586;0.0027745067991547;0.6834782608695652
São Gonçalo do Amarante;693;1154;Nordeste;CE;São Gonçalo do Amarante;2021-11-21;48422.0;7750.0;0;212;0;0.1600512163892445;0.0043781752096154;0.6005199306759099
Miguel Calmon;56;95;Nordeste;BA;Miguel Calmon;2021-11-21;26023.0;2693.0;0;32;0;0.1034853783191791;0.001229681435653;0.5894736842105263
São Félix de Balsas;3;9;Nordeste;MA;São Félix de Balsas;2021-11-21;4585.0;283.0;0;3;0;0.0617230098146128;0.0006543075245365;0.3333333333333333
Canhoba;7;15;Nordeste;SE;Canhoba;2021-11-21;4008.0;352.0;0;7;0;0.0878243512974051;0.0017465069860279;0.4666666666666667
Estrela d'Oeste;12;25;Sudeste;SP;Estrela d'Oeste;2021-11-21;8419.0;1537.0;0;30;0;0.1825632497921368;0.0035633685710892;0.48
Floresta;94;183;Nordeste;PE;Floresta;2021-11-21;32873.0;2059.0;0;31;0;0.0626349892008639;0.0009430231496973;0.5136612021857924
Louveira;48;141;Sudeste;SP;Louveira;2021-11-21;48885.0;5431.0;0;107;0;0.1110974736626777;0.0021888104735603;0.3404255319148936
Alvorada D'Oeste;27;60;Norte;RO;Alvorada D'Oeste;2021-11-21;14411.0;1186.0;0;29;0;0.0822982443966414;0.0020123516758032;0.45
Pacatuba;327;749;Nordeste;CE;Pacatuba;2021-11-21;83432.0;6263.0;0;247;0;0.0750671205292933;0.0029604947741873;0.43658210947930576
Cândido Sales;53;84;Nordeste;BA;Cândido Sales;2021-11-21;25189.0;2055.0;4;53;0;0.0815832307753384;0.0021040930564929;0.6309523809523809
